datetime,Strategy,Benchmark Buy & Hold
2018-01-02 00:00:00+00:00,173759.79997999975,1065312.3699999999
2018-01-03 00:00:00+00:00,189116.19997999974,1159513.57
2018-01-04 00:00:00+00:00,190647.81997999974,1168909.03
2018-01-05 00:00:00+00:00,194979.36997999976,1195480.18
2018-01-06 00:00:00+00:00,202151.04997999975,1239473.6199999999
2018-01-07 00:00:00+00:00,223583.67997999978,1370948.4100000001
2018-01-08 00:00:00+00:00,229509.1599799997,1407297.25
2018-01-09 00:00:00+00:00,259257.1599799997,1589781.25
2018-01-10 00:00:00+00:00,250248.33997999976,1534518.1900000002
2018-01-11 00:00:00+00:00,227883.06997999974,1397322.28
2018-01-12 00:00:00+00:00,253353.78997999977,1553568.04
2018-01-13 00:00:00+00:00,278675.76997999975,1708901.3800000001
2018-01-14 00:00:00+00:00,273365.3499799997,1676325.52
2018-01-15 00:00:00+00:00,256515.51997999975,1572963.1300000001
2018-01-16 00:00:00+00:00,275931.15919999976,1343970.37
2018-01-17 00:00:00+00:00,312207.6391999998,1249263.6400000001
2018-01-18 00:00:00+00:00,312207.6391999998,1274170.2400000002
2018-01-19 00:00:00+00:00,312207.6391999998,1270384.93
2018-01-20 00:00:00+00:00,309179.7537599998,1418024.35
2018-01-21 00:00:00+00:00,288678.66501999984,1282123.09
2018-01-22 00:00:00+00:00,298542.8950199998,1236908.98
2018-01-23 00:00:00+00:00,304842.8750199998,1208032.1199999999
2018-01-24 00:00:00+00:00,284869.6250199998,1299582.37
2018-01-25 00:00:00+00:00,261874.32501999981,1289718.37
2018-01-26 00:00:00+00:00,246625.55501999983,1292233.6900000002
2018-01-27 00:00:00+00:00,262098.27501999983,1343970.37
2018-01-28 00:00:00+00:00,292686.2750199998,1501116.2200000002
2018-01-29 00:00:00+00:00,279733.47501999984,1434571.2100000002
2018-01-30 00:00:00+00:00,251082.2750199998,1287375.67
2018-01-31 00:00:00+00:00,236695.66221999977,1353809.7100000002
2018-02-01 00:00:00+00:00,206907.98215999972,1263850.03
2018-02-02 00:00:00+00:00,228581.92215999973,1128195.3699999999
2018-02-03 00:00:00+00:00,218523.10215999975,1191152.3499999999
2018-02-04 00:00:00+00:00,244489.67215999973,1028630.62
2018-02-05 00:00:00+00:00,264723.5421599997,854518.69
2018-02-06 00:00:00+00:00,337073.3587999997,978632.4700000001
2018-02-07 00:00:00+00:00,318900.7187999997,925786.09
2018-02-08 00:00:00+00:00,343984.5587999997,998730.37
2018-02-09 00:00:00+00:00,371642.07879999967,1079158.96
2018-02-10 00:00:00+00:00,361160.7987999997,1048679.2
2018-02-11 00:00:00+00:00,345252.31879999966,1002417.04
2018-02-12 00:00:00+00:00,366897.51879999967,1065361.69
2018-02-13 00:00:00+00:00,357124.31879999966,1036941.04
2018-02-14 00:00:00+00:00,391035.8387999997,1135556.3800000001
2018-02-15 00:00:00+00:00,394805.19879999966,1146517.75
